,map_id
34910,R20279
34918,R20972
34920,R20249
34928,R21173
34931,R20245
34932,R20822
34934,R10265
34938,R20946
34941,R319187
34943,R317840
34947,R21540
34948,R21585
34951,R21720
34961,R21719
34974,R21320
34978,R21557
34983,R21554
35002,R21302
35008,R21303
35011,R21432
35013,R21522
35014,R21430
35020,R311435
35021,R21067
35022,R311443
35027,R311424
35028,R311417
35029,R21070
35030,R311442
35031,R20378
35032,R11433
35039,R311412
35040,R311413
35046,R311410
35053,R20354
35054,R20351
35056,R320616
35063,R10826
35064,R63075
35069,R20347
35073,R311264
35074,R311385
35080,R21225
35083,R10269
35085,R21222
35087,R311254
35088,R311249
35091,R21017
35092,R311235
35093,R20333
35100,R20324
35107,R20332
35115,R20070
35117,R20298
35118,R19749
35120,R20532
35121,R20307
35122,R20088
35124,R20291
35127,R20095
35132,R10808
35133,R318986
35134,R318987
35144,R20266
35150,R19968
35154,R20250
35157,R19688
35159,R20201
35160,R317082
35161,R19965
35168,R10247
35171,R19950
35172,R20188
35180,R20430
35182,R19943
35186,R20197
35188,R10803
35191,R20465
35195,R308352
35196,R20105
35199,R20098
35201,R308299
35204,R20079
35206,R321666
35207,R19959
35208,R18398
35209,R18395
35210,R18394
35211,R17587
35212,R18388
35213,R18591
35214,R303186
35215,R18385
35216,R17542
35218,R302886
35219,R303167
35220,R18342
35225,R302081
35226,R302011
35227,R302317
35228,R315191
35229,R302009
35230,R17489
35231,R18307
35232,R17486
35234,R301989
35235,R301925
35236,R301982
35237,R17482
35238,R301881
35239,R301908
35240,R301901
35241,R301887
35242,R17479
35243,R301880
35244,R301818
35245,R301819
35246,R301883
35247,R17392
35248,R301804
35249,R18409
35250,R18387
35251,R301886
35252,R301866
35253,R18384
35254,R18159
35255,R18164
35256,R18178
35257,R18368
35258,R18173
35259,R17368
35260,R18521
35261,R18052
35262,R18347
35263,R322217
35264,R17337
35265,R17263
35266,R319429
35267,R17257
35268,R17285
35269,R304825
35270,R18327
35271,R18005
35272,R17254
35273,R18252
35274,R301882
35275,R17255
35276,R18166
35277,R18267
35278,R11280
35279,R11665
35280,R10751
35281,R11279
35282,R10187
35283,R17225
35284,R17175
35285,R11652
35286,R11660
35287,R17742
35288,R18324
35289,R11663
35290,R18099
35291,R17785
35292,R63349
35293,R17978
35294,R17734
35295,R304481
35297,R17990
35298,R17987
35299,R17738
35301,R310174
35302,R20892
35303,R20914
35304,R303509
35307,R20026
35308,R310130
35309,R18040
35315,R20875
35317,R20007
35320,R20873
35321,R310010
35322,R20003
35323,R20705
35325,R20709
35327,R20545
35328,R20535
35330,R19996
35333,R309957
35335,R19985
35337,R309965
35340,R20527
35345,R309834
35348,R309826
35350,R309853
35355,R309646
35356,R309543
35358,R309556
35360,R11406
35362,R309462
35363,R20478
35364,R309452
35365,R309461
35366,R309453
35367,R309506
35368,R309535
35369,R309521
35370,R10256
35371,R309502
35372,R309542
35373,R20541
35374,R309531
35375,R309537
35403,R310595
35407,R310520
35408,R310519
35409,R20125
35410,R20840
35411,R310531
35412,R310521
35413,R312028
35414,R310533
35415,R310514
35416,R310518
35417,R310500
35419,R310451
35420,R20696
35421,R310444
35423,R20797
35424,R310456
35425,R20117
35426,R310503
35427,R10013
35428,R11829
35430,R310399
35431,R310304
35432,R310410
35433,R310400
35434,R310416
35436,R310437
35437,R310404
35438,R11414
35439,R310436
35440,R21000
35441,R310435
35442,R20100
35445,R11827
35446,R20988
35447,R20768
35453,R310262
35455,R20968
35460,R20759
35469,R11821
35478,R310193
35483,R11338
35486,R20595
35494,R312928
35508,R21237
35509,R21240
35511,R312895
35512,R21395
35513,R21441
35514,R21397
35515,R312878
35522,R21221
35524,R21213
35525,R21437
35533,R312610
35535,R312617
35548,R312573
35557,R20325
35560,R20321
35563,R20054
35564,R19583
35566,R20317
35567,R20313
35570,R19581
35571,R308287
35572,R19891
35573,R21390
35577,R19575
35578,R19580
35580,R308241
35581,R10244
35582,R20309
35583,R19579
35590,R20301
35593,R19879
35594,R19573
35598,R11375
35599,R20277
35600,R19570
35601,R20290
35602,R10940
35603,R308232
35604,R20031
35605,R19527
35606,R20148
35608,R308230
35609,R308094
35610,R308109
35611,R308073
35612,R308061
35613,R308062
35614,R308240
35616,R308055
35617,R308090
35618,R308079
35622,R20181
35623,R307835
35624,R307987
35626,R307745
35628,R307575
35630,R308231
35631,R307501
35632,R307504
35633,R307505
35634,R320694
35649,R11441
35663,R21323
35664,R21044
35666,R21040
35667,R21049
35669,R10273
35670,R21032
35679,R21306
35696,R20400
35702,R311739
35703,R20408
35711,R11848
35714,R311681
35717,R311668
35718,R311658
35721,R312538
35724,R311644
35725,R311630
35729,R312508
35730,R21427
35731,R21201
35733,R21199
35734,R312397
35736,R312447
35737,R312396
35738,R312487
35739,R312407
35741,R21375
35742,R312355
35743,R312354
35744,R312362
35745,R312353
35746,R312375
35747,R312339
35748,R312356
35749,R312331
35750,R312324
35751,R312336
35752,R312330
35753,R312323
35754,R312335
35755,R312322
35756,R312260
35757,R312276
35758,R312308
35759,R312275
35762,R21405
35764,R21147
35768,R21407
35769,R20641
35771,R312332
35775,R21358
35776,R11445
35778,R20618
35787,R21263
35794,R20567
35795,R21242
35801,R20547
35802,R21097
35803,R20529
35804,R21349
35805,R21094
35806,R21091
35807,R21355
35815,R21104
35827,R313565
35829,R313564
35830,R21596
35831,R21497
35833,R313645
35835,R313632
35837,R313532
35841,R313629
35843,R313619
35845,R313475
35847,R313492
35856,R318128
35858,R21623
35859,R21491
35861,R313381
35863,R313380
35866,R313384
35867,R313379
35880,R21609
35893,R313336
35894,R312852
35896,R313216
35897,R313207
35898,R313173
35899,R313206
35900,R313175
35901,R313185
35902,R313306
35903,R313208
35904,R313130
35905,R313168
35906,R313171
35907,R313162
35909,R313163
35912,R47019
35913,R52033
35914,R11209
35915,R60976
35916,R304482
35917,R17974
35918,R17749
35919,R15989
35923,R307388
35924,R50066
35925,R50064
35927,R59209
35928,R50056
35929,R50062
35930,R59216
35931,R59128
35932,R10659
35933,R51696
35934,R55343
35935,R53835
35936,R48876
35937,R54935
35938,R54937
35939,R54936
35940,R48952
35941,R48947
35942,R53188
35943,R53190
35944,R51701
35945,R48943
35946,R53185
35947,R48945
35948,R13507
35949,R53179
35950,R49118
35951,R56057
35952,R49102
35953,R56054
35954,R49104
35955,R14086
35956,R56049
35957,R53182
35958,R56587
35959,R48887
35960,R56599
35961,R56060
35962,R56148
35963,R56261
35964,R56596
35965,R56152
35966,R321234
35967,R56034
35968,R56592
35969,R56510
35970,R56137
35971,R56122
35972,R56166
35973,R56578
35974,R56508
35975,R56258
35976,R55926
35977,R56507
35978,R56506
35979,R320346
35980,R55644
35981,R55637
35982,R55924
35983,R55923
35984,R56480
35985,R55853
35986,R10663
35987,R55845
35988,R55144
35989,R56475
35990,R55921
35991,R55262
35992,R55596
35993,R11173
35994,R55531
35995,R56477
35996,R322640
35997,R55527
35998,R55915
35999,R55265
36000,R55529
36001,R14524
36002,R56397
36003,R55756
36004,R11170
36005,R10110
36006,R55751
36007,R308835
36008,R54399
36009,R54391
36010,R54582
36011,R54570
36012,R55315
36013,R10662
36014,R54394
36015,R55317
36016,R10109
36017,R56234
36018,R55741
36019,R56228
36020,R54421
36021,R54561
36022,R54425
36023,R54429
36024,R54357
36025,R55159
36026,R56476
36027,R55986
36028,R54349
36029,R55162
36030,R55039
36031,R10107
36032,R54211
36033,R54448
36034,R319367
36035,R56047
36036,R55984
36037,R55982
36038,R319366
36039,R53363
36040,R54113
36041,R55908
36042,R53943
36043,R53945
36044,R53951
36045,R55904
36046,R53947
36047,R48935
36048,R14296
36049,R48877
36050,R319246
36051,R48937
36052,R53153
36053,R53949
36054,R53150
36055,R53148
36056,R48929
36057,R53142
36058,R48820
36059,R48927
36060,R54443
36061,R14083
36062,R48823
36063,R14292
36064,R13503
36065,R13928
36066,R14078
36067,R55312
36068,R13920
36069,R13916
36070,R48729
36071,R13499
36072,R14076
36073,R14289
36074,R13912
36075,R14283
36076,R48801
36077,R13495
36078,R53057
36079,R48677
36080,R54204
36081,R14286
36082,R13492
36083,R48794
36084,R48813
36085,R48790
36086,R13908
36087,R14073
36088,R13488
36089,R14071
36090,R48574
36091,R13894
36092,R13904
36093,R53011
36094,R53010
36095,R13899
36096,R53013
36097,R53012
36098,R48564
36099,R48713
36100,R53015
36101,R14065
36102,R48716
36103,R13870
36104,R14262
36105,R48610
36106,R14271
36107,R323014
36108,R14061
36109,R14063
36110,R14265
36111,R13438
36112,R14049
36113,R48214
36114,R13865
36115,R48570
36116,R62976
36117,R14028
36118,R63151
36119,R14036
36120,R13857
36121,R47992
36122,R63385
36123,R63582
36124,R47566
36125,R47997
36126,R52534
36127,R52528
36128,R314035
36129,R48111
36130,R48104
36131,R52530
36132,R47968
36133,R47970
36134,R319166
36135,R57689
36136,R47572
36137,R47684
36138,R57672
36139,R11179
36140,R323440
36141,R57959
36142,R319386
36143,R57437
36144,R57434
36145,R57012
36146,R57482
36147,R57421
36148,R57432
36149,R57499
36150,R56984
36151,R47957
36152,R57427
36153,R55337
36154,R63534
36155,R56980
36156,R57239
36157,R57479
36158,R56671
36159,R57224
36160,R47994
36161,R52342
36162,R57320
36163,R57131
36164,R52486
36165,R52304
36166,R52300
36167,R52298
36168,R52488
36169,R51667
36170,R52480
36171,R57424
36172,R52296
36173,R52478
36174,R52302
36175,R52482
36176,R55285
36177,R51651
36178,R11164
36179,R10104
36180,R316090
36181,R51649
36182,R51582
36183,R55153
36184,R51581
36185,R321839
36186,R51579
36187,R54948
36188,R51389
36189,R52032
36190,R52034
36191,R52028
36192,R11491
36193,R322769
36194,R54949
36195,R10103
36196,R11493
36197,R51380
36198,R51386
36199,R52036
36200,R52176
36201,R51376
36202,R54944
36203,R51370
36204,R51383
36205,R47335
36206,R52024
36207,R51365
36208,R52362
36209,R52368
36210,R54940
36211,R323439
36212,R52364
36213,R47940
36214,R47329
36215,R52355
36216,R47331
36217,R47678
36218,R47675
36219,R47333
36220,R47680
36221,R47327
36222,R47935
36223,R52345
36224,R52349
36225,R52351
36226,R47665
36227,R47673
36228,R47668
36229,R52347
36230,R52337
36231,R47321
36232,R52331
36233,R47933
36234,R52333
36235,R52343
36236,R47662
36237,R52335
36238,R52341
36239,R47319
36240,R52303
36241,R52204
36242,R52311
36243,R52206
36244,R52202
36245,R47468
36246,R47801
36247,R47465
36248,R52200
36249,R52198
36250,R47739
36251,R47749
36252,R47472
36253,R47752
36254,R47804
36255,R56651
36256,R57219
36257,R57097
36258,R56643
36259,R57187
36260,R57093
36261,R57089
36262,R57191
36263,R57195
36264,R57197
36265,R57077
36266,R57185
36267,R57069
36268,R57170
36269,R57222
36270,R57048
36271,R56934
36272,R56382
36273,R56384
36274,R56944
36275,R57045
36276,R56395
36277,R57010
36278,R56938
36279,R57036
36280,R57000
36281,R56882
36282,R57006
36283,R56266
36284,R56850
36285,R56283
36286,R56904
36287,R56370
36288,R57174
36289,R51362
36290,R51540
36291,R57040
36292,R11489
36293,R54883
36294,R313454
36295,R11162
36296,R14230
36297,R51396
36298,R54885
36299,R13787
36300,R54876
36301,R54877
36302,R51225
36303,R51214
36304,R51213
36305,R13790
36306,R51226
36307,R51856
36308,R51885
36309,R51313
36310,R51215
36311,R51216
36312,R314238
36313,R51784
36314,R51181
36315,R13775
36316,R10658
36317,R51780
36318,R51310
36319,R51169
36320,R10101
36321,R51585
36322,R54812
36323,R51168
36324,R10102
36325,R47218
36326,R47462
36327,R47217
36328,R54777
36329,R51580
36330,R47219
36331,R51119
36332,R51583
36333,R47459
36334,R51121
36335,R47215
36336,R47216
36337,R47735
36338,R47214
36339,R47737
36340,R52183
36341,R47701
36342,R47698
36343,R47705
36344,R52185
36345,R47303
36346,R52181
36347,R47534
36348,R47732
36349,R47685
36350,R52076
36351,R47298
36352,R47034
36353,R52078
36354,R47299
36355,R52040
36356,R47496
36357,R52035
36358,R317495
36359,R47263
36360,R52038
36361,R47033
36362,R52037
36363,R47253
36364,R317494
36365,R47290
36366,R47255
36367,R320591
36368,R47259
36369,R47261
36370,R47023
36371,R47022
36372,R47021
36373,R47168
36374,R47169
36375,R56114
36376,R56676
36377,R56697
36378,R56670
36379,R56693
36380,R56111
36381,R56689
36382,R56105
36383,R56108
36384,R56640
36385,R56320
36386,R56317
36387,R56102
36388,R56099
36389,R56080
36390,R56636
36391,R56622
36392,R56077
36393,R56633
36394,R56074
36395,R322584
36396,R51117
36397,R56629
36398,R56637
36399,R56625
36400,R56274
36401,R56063
36402,R322585
36403,R56083
36404,R11483
36405,R54754
36406,R14170
36407,R13738
36408,R51569
36409,R50972
36410,R11160
36411,R11485
36412,R51571
36413,R13748
36414,R50748
36415,R50747
36416,R54627
36417,R50746
36418,R50762
36419,R50774
36420,R50752
36421,R50743
36422,R51120
36423,R50744
36424,R51142
36425,R14139
36426,R14245
36427,R10657
36428,R50742
36429,R54575
36430,R50872
36431,R14133
36432,R51144
36433,R323840
36434,R323841
36435,R14113
36436,R11156
36437,R14237
36438,R14387
36439,R323838
36440,R14383
36441,R14382
36442,R10656
36443,R14381
36444,R50268
36445,R14220
36446,R62935
36447,R14376
36448,R13659
36449,R63048
36450,R10099
36451,R10098
36452,R14193
36453,R11150
36454,R53950
36455,R49779
36456,R50194
36457,R53939
36458,R50196
36459,R10655
36460,R50192
36461,R49785
36462,R14367
36463,R53935
36464,R50181
36465,R13606
36466,R50193
36467,R10097
36468,R49682
36469,R53848
36470,R50165
36471,R49762
36472,R50163
36473,R49759
36474,R50088
36475,R14177
36476,R50084
36477,R50086
36478,R49664
36479,R49753
36480,R53837
36481,R50082
36482,R50078
36483,R11148
36484,R49735
36485,R53843
36486,R49732
36487,R49741
36488,R59206
36489,R59202
36490,R321288
36491,R49750
36492,R53841
36493,R59124
36494,R49701
36495,R50074
36496,R49707
36497,R49607
36498,R49610
36499,R49629
36500,R59198
36501,R10654
36502,R14056
36503,R14053
36504,R49651
36505,R14050
36506,R14159
36507,R50054
36508,R49642
36509,R14358
36510,R14357
36511,R14047
36512,R10653
36513,R14355
36514,R59195
36515,R53818
36516,R14356
36517,R14156
36518,R14038
36519,R14034
36520,R49534
36521,R49516
36522,R53729
36523,R53735
36524,R49536
36525,R49530
36526,R14143
36527,R49537
36528,R53722
36529,R49441
36530,R14025
36531,R49826
36532,R49457
36533,R13580
36534,R14042
36535,R49695
36536,R13570
36537,R53642
36538,R11475
36539,R58303
36540,R58298
36541,R58181
36542,R58179
36543,R59116
36544,R49451
36545,R59191
36546,R58297
36547,R59183
36548,R58291
36549,R58173
36550,R58289
36551,R58293
36552,R58982
36553,R58177
36554,R11183
36555,R58968
36556,R58977
36557,R11519
36558,R58074
36559,R59188
36560,R58895
36561,R58049
36562,R58128
36563,R11181
36564,R58132
36565,R58963
36566,R58130
36567,R49726
36568,R57894
36569,R58011
36570,R323320
36571,R11518
36572,R323321
36573,R57943
36574,R57839
36575,R57985
36576,R57988
36577,R57843
36578,R14894
36579,R57969
36580,R57831
36581,R49445
36582,R57855
36583,R57852
36584,R49447
36585,R14891
36586,R15244
36587,R57973
36588,R53636
36589,R49715
36590,R53627
36591,R49712
36592,R49405
36593,R53629
36594,R49709
36595,R49402
36596,R49683
36597,R49680
36598,R49688
36599,R14349
36600,R49686
36601,R49697
36602,R49694
36603,R49700
36604,R49703
36605,R53615
36606,R49440
36607,R49359
36608,R49383
36609,R49672
36610,R53609
36611,R53611
36612,R49345
36613,R53600
36614,R49342
36615,R49677
36616,R49347
36617,R53602
36618,R49353
36619,R49666
36620,R53608
36621,R49331
36622,R49669
36623,R57844
36624,R57892
36625,R53593
36626,R320569
36627,R57848
36628,R57840
36629,R49403
36630,R320568
36631,R320570
36632,R57836
36633,R57885
36634,R319348
36635,R58570
36636,R57785
36637,R57774
36638,R57870
36639,R57783
36640,R57807
36641,R58024
36642,R57874
36643,R57788
36644,R57744
36645,R57819
36646,R57822
36647,R58509
36648,R58022
36649,R58020
36650,R57801
36651,R57804
36652,R57773
36653,R57782
36654,R57726
36655,R57978
36656,R57982
36657,R10113
36658,R58003
36659,R57687
36660,R57692
36661,R57747
36662,R57684
36663,R57970
36666,R57718
36668,R57963
36730,R61680
36734,R61471
36735,R14907
36736,R15484
36737,R14904
36738,R15491
36739,R15481
36740,R15969
36741,R61570
36742,R61232
36743,R62301
36744,R61445
36745,R62217
36746,R61367
36747,R62376
36748,R62458
36749,R62202
36750,R11211
36751,R62367
36752,R15454
36753,R49632
36754,R53591
36755,R53587
36756,R61036
36757,R49663
36758,R49635
36759,R61012
36760,R49314
36761,R53583
36762,R13564
36763,R53585
36764,R49311
36765,R63380
36766,R53589
36767,R53580
36768,R49292
36769,R53561
36770,R49308
36771,R49372
36772,R49298
36773,R49301
36774,R49290
36775,R53577
36776,R53558
36777,R49384
36778,R53574
36779,R49295
36780,R49373
36781,R49370
36782,R49113
36783,R13988
36784,R14333
36785,R53555
36786,R53547
36787,R53552
36788,R53444
36789,R49280
36790,R13979
36791,R13560
36792,R49269
36793,R49073
36794,R49266
36795,R49404
36796,R53388
36797,R49360
36798,R49221
36799,R13540
36800,R53358
36801,R49198
36802,R14327
36803,R49332
36804,R53354
36805,R53356
36806,R53345
36807,R49196
36808,R53347
36809,R49197
36810,R49042
36811,R53343
36812,R53349
36813,R49325
36814,R49035
36815,R49036
36816,R49038
36817,R49037
36818,R49039
36819,R49040
36820,R49330
36821,R49194
36822,R313907
36823,R320189
36824,R49322
36825,R49187
36826,R49319
36827,R49034
36828,R53335
36829,R53308
36830,R49305
36831,R49016
36832,R53297
36833,R13533
36834,R49142
36835,R53301
36836,R53329
36837,R49165
36838,R49020
36839,R49124
36840,R49224
36841,R49229
36844,R15371
36845,R14308
36846,R300418
36847,R48900
36848,R16130
36850,R15364
36851,R49006
36852,R16118
36853,R15351
36854,R15367
36855,R16391
36856,R16388
36857,R15978
36858,R15330
36859,R15326
36860,R16098
36862,R15960
36863,R16094
36864,R16085
36865,R15312
36866,R16088
36867,R15956
36868,R15950
36869,R49144
36870,R15308
36871,R16082
36872,R15301
36873,R48980
36874,R16074
36875,R49155
36876,R16070
36877,R16066
36878,R15942
36879,R15938
36880,R15947
36881,R15297
36883,R16062
36884,R16382
36885,R16050
36886,R15933
36887,R10143
36888,R15293
36889,R10142
36891,R15907
36892,R15258
36893,R16015
36894,R16345
36895,R15911
36896,R15973
36899,R15996
36900,R16000
36901,R15250
36904,R15899
36905,R16337
36906,R320648
36907,R319869
36908,R15977
36909,R16342
36910,R15975
36911,R15993
36912,R48960
36913,R15971
36914,R15242
36915,R15234
36916,R62641
36917,R15967
36918,R16328
36919,R15211
36920,R16322
36923,R15949
36925,R15862
36926,R15940
36929,R15857
36941,R322740
36944,R323009
36945,R17745
36946,R17166
36947,R17722
36948,R17737
36949,R17732
36950,R17960
36951,R323663
36952,R17167
36953,R11271
36954,R321040
36955,R17969
36956,R17615
36957,R323662
36958,R17646
36959,R11646
36960,R17135
36961,R17133
36962,R17641
36963,R17632
36964,R17637
36965,R323660
36966,R323658
36967,R17607
36968,R10743
36969,R75502
36970,R10182
36971,R323659
36972,R17114
36973,R10742
36974,R17612
36975,R323210
36976,R17762
36977,R17580
36978,R323207
36979,R17112
36980,R323208
36981,R17593
36982,R17108
36983,R17589
36984,R301734
36985,R17577
36986,R323209
36987,R17541
36994,R301690
36995,R17092
36996,R17768
36997,R17484
36998,R17492
36999,R17487
37000,R17481
37001,R17527
37002,R17531
37003,R17049
37004,R17736
37005,R17470
37006,R10738
37007,R10735
37008,R17586
37009,R16981
37010,R17300
37011,R17709
37012,R17544
37013,R17406
37014,R10175
37015,R17118
37016,R10733
37017,R10732
37018,R316069
37019,R316068
37020,R319519
37021,R10174
37022,R319517
37023,R16961
37024,R10731
37025,R319515
37026,R319516
37027,R10173
37028,R319518
37029,R17356
37030,R17360
37031,R17353
37032,R11263
37033,R17102
37034,R17350
37035,R16938
37036,R17345
37037,R17104
37038,R17116
37039,R10171
37040,R10169
37041,R16947
37042,R16948
37044,R323757
37045,R301499
37046,R301608
37047,R17289
37048,R11621
37049,R16824
37050,R17287
37051,R17082
37052,R301543
37053,R16935
37054,R301525
37055,R17062
37056,R16862
37057,R323756
37058,R301301
37059,R301281
37061,R301283
37062,R301267
37063,R301280
37064,R301104
37065,R301184
37068,R301103
37070,R15854
37071,R11605
37072,R11596
37073,R11607
37074,R10717
37075,R11609
37076,R11258
37077,R10716
37078,R11601
37079,R11257
37080,R10715
37081,R301144
37082,R16493
37083,R315657
37084,R16384
37085,R16700
37086,R15795
37087,R16390
37088,R16502
37089,R15792
37090,R16499
37091,R15783
37092,R15850
37093,R319530
37094,R15763
37095,R301049
37096,R301055
37097,R301060
37098,R16603
37099,R301036
37100,R301063
37101,R301064
37102,R63208
37103,R301057
37104,R301070
37105,R301035
37106,R15592
37107,R300999
37108,R301019
37109,R301011
37110,R301029
37111,R301012
37112,R301006
37113,R301022
37114,R300976
37115,R300996
37116,R300998
37117,R300997
37118,R301009
37119,R301034
37120,R300974
37121,R300475
37122,R300964
37123,R62292
37124,R300797
37125,R300843
37126,R300698
37127,R63340
37128,R60683
37129,R300452
37130,R300793
37131,R300892
37132,R61928
37133,R309544
37134,R61727
37135,R60484
37136,R61956
37137,R60307
37138,R60268
37139,R63510
37140,R63249
37141,R60048
37142,R59930
37143,R61520
37144,R60024
37145,R61040
37146,R61776
37147,R62970
37148,R59733
37149,R60225
37150,R63188
37151,R61366
37153,R59608
37154,R59299
37155,R314029
37156,R59337
37157,R63278
37159,R60214
37162,R75713
37163,R45607
37164,R45355
37165,R45717
37166,R45598
37167,R45345
37168,R45608
37169,R45603
37170,R45720
37171,R10081
37172,R45599
37173,R45344
37174,R45902
37175,R45723
37176,R45605
37177,R45901
37178,R46284
37179,R45897
37180,R46287
37181,R46278
37182,R46708
37183,R46705
37184,R46712
37185,R46727
37186,R317772
37187,R46049
37188,R46698
37189,R46050
37190,R46249
37191,R46340
37192,R46245
37193,R46685
37194,R322689
37195,R46036
37196,R11129
37197,R46239
37198,R46241
37199,R46678
37200,R46265
37201,R46030
37202,R46321
37203,R46666
37204,R46330
37205,R46236
37206,R46309
37207,R46223
37208,R46032
37209,R46306
37210,R46663
37211,R46311
37212,R46034
37213,R46225
37214,R46319
37215,R46638
37216,R46656
37217,R46303
37218,R46653
37219,R46009
37220,R45975
37221,R46238
37222,R46310
37223,R13543
37224,R45574
37225,R11125
37226,R10082
37227,R46647
37228,R45577
37229,R45754
37230,R45616
37231,R45725
37232,R45747
37233,R45724
37234,R45571
37235,R45916
37236,R46021
37237,R45752
37238,R45343
37239,R45594
37240,R45597
37241,R45894
37242,R11123
37243,R45707
37244,R317468
37245,R45592
37246,R45706
37247,R45340
37248,R45339
37249,R45595
37250,R45887
37251,R45891
37252,R321892
37254,R15579
37255,R15130
37256,R14660
37258,R45566
37259,R15127
37260,R15575
37261,R15140
37262,R46326
37263,R15572
37264,R14657
37265,R314054
37266,R313975
37267,R15119
37271,R15169
37272,R15569
37275,R15165
37276,R15116
37277,R321651
37278,R58199
37279,R58198
37280,R15452
37281,R11521
37282,R58197
37283,R59277
37284,R58195
37285,R58196
37286,R10115
37287,R59267
37289,R15565
37290,R15561
37292,R319001
37293,R58340
37294,R59137
37295,R59141
37296,R11185
37297,R59203
37298,R322468
37299,R59193
37300,R59189
37301,R58328
37302,R59262
37303,R59208
37304,R59221
37305,R59237
37306,R59212
37307,R59132
37308,R58330
37309,R55902
37310,R55901
37311,R58188
37312,R58186
37313,R55899
37314,R58190
37315,R323785
37316,R323859
37317,R53941
37318,R53353
37319,R53940
37320,R53361
37321,R54439
37322,R53359
37323,R11168
37324,R53286
37325,R53889
37326,R314562
37327,R10661
37328,R55803
37329,R54345
37330,R54338
37331,R307276
37332,R305403
37333,R55793
37334,R55795
37335,R54335
37336,R53282
37337,R53284
37338,R14766
37339,R55791
37340,R53275
37341,R53281
37342,R53279
37343,R54183
37344,R55789
37345,R53744
37346,R55678
37347,R55662
37348,R54069
37349,R53740
37350,R53730
37351,R53066
37352,R53070
37353,R54176
37354,R54087
37355,R54108
37356,R53062
37357,R53725
37358,R55676
37359,R52909
37360,R53706
37361,R53702
37362,R52900
37363,R55627
37364,R53693
37365,R53710
37366,R323402
37367,R55649
37368,R52885
37369,R55660
37370,R315990
37371,R52923
37372,R53699
37373,R54012
37374,R53678
37375,R52864
37376,R53578
37377,R54002
37378,R53501
37379,R52893
37380,R53508
37381,R53505
37382,R52860
37383,R53666
37384,R55576
37385,R53660
37386,R55622
37387,R53497
37388,R305041
37389,R52724
37390,R52722
37391,R52380
37392,R53108
37393,R52950
37394,R51718
37395,R55366
37396,R54008
37397,R55497
37398,R52552
37399,R51705
37400,R52354
37401,R51711
37402,R312517
37403,R322095
37404,R305042
37405,R63281
37406,R51803
37407,R52540
37408,R51807
37409,R47071
37410,R46909
37411,R46877
37412,R46568
37413,R46564
37414,R46555
37415,R55349
37416,R46879
37417,R47063
37418,R46560
37419,R46881
37420,R46875
37421,R46552
37422,R47062
37423,R47061
37424,R47060
37425,R46542
37426,R46853
37427,R51714
37428,R47050
37429,R46500
37430,R46838
37431,R47059
37432,R46839
37433,R51742
37434,R46531
37435,R46147
37436,R46894
37437,R46148
37438,R46133
37439,R46139
37440,R320782
37441,R316979
37442,R46134
37443,R46454
37444,R46149
37445,R46472
37446,R46130
37447,R46122
37448,R46128
37449,R46765
37450,R46123
37451,R46763
37452,R46716
37453,R46729
37454,R46391
37455,R46816
37456,R46862
37457,R46640
37458,R46085
37459,R13145
37460,R46624
37461,R46088
37462,R46397
37463,R46084
37464,R46091
37465,R46627
37466,R13149
37467,R46369
37468,R46081
37469,R46389
37470,R46078
37471,R46074
37472,R46373
37473,R13576
37474,R46371
37475,R46388
37476,R46383
37477,R46370
37478,R13721
37479,R46372
37480,R46802
37481,R46576
37482,R46384
37483,R46069
37484,R46768
37485,R46068
37486,R46289
37487,R46362
37488,R14035
37489,R46774
37490,R46762
37491,R46064
37492,R46361
37493,R46352
37494,R10083
37495,R46359
37496,R40160
37497,R31477
37498,R35192
37499,R41459
37500,R41458
37501,R319719
37502,R39266
37503,R38841
37504,R39054
37505,R42858
37506,R13398
37507,R43697
37508,R43564
37509,R43563
37510,R42855
37511,R43700
37512,R43698
37513,R321365
37514,R43702
37515,R34993
37516,R33976
37517,R321445
37518,R33978
37519,R319694
37520,R34494
37521,R39254
37522,R29312
37523,R30337
37524,R29311
37525,R29313
37526,R29310
37527,R30331
37528,R30334
37529,R30761
37530,R30156
37531,R30756
37532,R29569
37533,R30754
37534,R29573
37535,R30661
37536,R30659
37537,R63440
37538,R63570
37539,R63389
37540,R34496
37541,R29489
37542,R30713
37543,R63408
37544,R63039
37545,R63096
37546,R30153
37547,R30708
37548,R30591
37549,R30067
37550,R30074
37551,R29481
37552,R30704
37553,R29472
37554,R29464
37555,R30593
37556,R29486
37557,R29448
37558,R30032
37559,R30034
37560,R30683
37561,R30575
37562,R30700
37563,R29468
37564,R30018
37565,R29434
37566,R30016
37567,R30543
37568,R30546
37569,R30672
37570,R30565
37571,R30670
37572,R29417
37573,R30009
37574,R30668
37575,R30539
37576,R30014
37577,R29420
37578,R315285
37579,R315286
37580,R30598
37581,R30536
37582,R313667
37583,R30660
37584,R29314
37585,R30503
37586,R29316
37587,R30497
37588,R30493
37589,R30489
37590,R11880
37591,R29306
37592,R30342
37593,R29894
37594,R30472
37595,R29308
37596,R30477
37597,R29893
37598,R29307
37599,R30328
37600,R30480
37601,R315647
37602,R30464
37603,R29304
37604,R30467
37605,R29305
37606,R29883
37607,R29887
37608,R29303
37609,R29879
37610,R29885
37611,R35017
37612,R34453
37613,R29881
37614,R29302
37615,R30460
37616,R29877
37617,R34128
